project,vuln_id,source,severity,cvssV3,description
FACEBOOK-HHVM.cdx,CVE-2026-2581,NVD,MEDIUM,5.9,"This is an uncontrolled resource consumption vulnerability (CWE-400) that can lead to Denial of Service (DoS).

In vulnerable Undici versions, when interceptors.deduplicate() is enabled, response data"
FACEBOOK-HHVM.cdx,CVE-2026-1528,NVD,HIGH,7.5,"ImpactA server can reply with a WebSocket frame using the 64-bit length form and an extremely large length. undici's ByteParser overflows internal math, ends up in an invalid state, and throws a fatal"
FACEBOOK-HHVM.cdx,CVE-2026-2229,NVD,HIGH,7.5,ImpactThe undici WebSocket client is vulnerable to a denial-of-service attack due to improper validation of the server_max_window_bits parameter in the permessage-deflate extension. When a WebSocket c
FACEBOOK-HHVM.cdx,CVE-2026-1526,NVD,HIGH,7.5,The undici WebSocket client is vulnerable to a denial-of-service attack via unbounded memory consumption during permessage-deflate decompression. When a WebSocket connection negotiates the permessage-
FACEBOOK-HHVM.cdx,CVE-2026-22036,NVD,HIGH,7.5,"Undici is an HTTP/1.1 client for Node.js. Prior to 7.18.0 and 6.23.0, the number of links in the decompression chain is unbounded and the default maxHeaderSize allows a malicious server to insert thou"
FACEBOOK-HHVM.cdx,CVE-2026-1525,NVD,CRITICAL,9.8,"Undici allows duplicate HTTP Content-Length headers when they are provided in an array with case-variant names (e.g., Content-Length and content-length). This produces malformed HTTP/1.1 requests with"
FACEBOOK-Presto.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
FACEBOOK-Presto.cdx,CVE-2023-50572,NVD,MEDIUM,5.5,An issue in the component GroovyEngine.execute of jline-groovy v3.24.1 allows attackers to cause an OOM (OutofMemory) error.
FACEBOOK-Presto.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
FACEBOOK-Presto.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
FACEBOOK-Presto.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
FACEBOOK-Presto.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
FACEBOOK-Presto.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
FACEBOOK-Presto.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
FACEBOOK-Presto.cdx,CVE-2025-66030,NVD,MEDIUM,5.3,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. An Integer Overflow vulnerability in node-forge versions 1.3.1 and below enables remote, unauthen"
FACEBOOK-Presto.cdx,CVE-2025-66031,NVD,HIGH,7.5,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. An Uncontrolled Recursion vulnerability in node-forge versions 1.3.1 and below enables remote, un"
FACEBOOK-Presto.cdx,CVE-2025-12816,NVD,HIGH,8.6,"An interpretation-conflict (CWE-436) vulnerability in node-forge versions 1.3.1 and earlier enables unauthenticated attackers to craft ASN.1 structures to desynchronize schema validations, yielding a "
FACEBOOK-Presto.cdx,CVE-2025-15284,NVD,MEDIUM,3.7,"Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS.This issue affects qs: < 6.14.1.


Summary

The arrayLimit option in qs did not enforce limits for bracket notation (a[]=1"
FACEBOOK-Presto.cdx,CVE-2026-2391,NVD,MEDIUM,7.5,"### Summary
The `arrayLimit` option in qs does not enforce limits for comma-separated values when `comma: true` is enabled, allowing attackers to cause denial-of-service via memory exhaustion. This is"
FACEBOOK-Presto.cdx,CVE-2025-68157,NVD,LOW,3.7,"Webpack is a module bundler. From version 5.49.0 to before 5.104.0, when experiments.buildHttp is enabled, webpack’s HTTP(S) resolver (HttpUriPlugin) enforces allowedUris only for the initial URL, but"
FACEBOOK-Presto.cdx,CVE-2025-68458,NVD,LOW,3.7,"Webpack is a module bundler. From version 5.49.0 to before 5.104.1, when experiments.buildHttp is enabled, webpack’s HTTP(S) resolver (HttpUriPlugin) can be bypassed to fetch resources from hosts outs"
FACEBOOK-React.cdx,CVE-2021-23424,NVD,HIGH,7.5,"This affects all versions of package ansi-html. If an attacker provides a malicious string, it will get stuck processing the input for an extremely long time."
FACEBOOK-React.cdx,CVE-2021-23424,NVD,HIGH,7.5,"This affects all versions of package ansi-html. If an attacker provides a malicious string, it will get stuck processing the input for an extremely long time."
FACEBOOK-React.cdx,CVE-2021-3807,NVD,HIGH,7.5,ansi-regex is vulnerable to Inefficient Regular Expression Complexity
FACEBOOK-React.cdx,CVE-2021-3807,NVD,HIGH,7.5,ansi-regex is vulnerable to Inefficient Regular Expression Complexity
FACEBOOK-React.cdx,CVE-2021-3807,NVD,HIGH,7.5,ansi-regex is vulnerable to Inefficient Regular Expression Complexity
FACEBOOK-React.cdx,CVE-2025-27152,NVD,HIGH,5.3,"axios is a promise based HTTP client for the browser and node.js. The issue occurs when passing absolute URLs rather than protocol-relative URLs to axios. Even if ⁠baseURL is set, axios sends the requ"
FACEBOOK-React.cdx,CVE-2026-25639,NVD,HIGH,7.5,"Axios is a promise based HTTP client for the browser and Node.js. Prior to versions 0.30.3 and 1.13.5, the mergeConfig function in axios crashes with a TypeError when processing configuration objects "
FACEBOOK-React.cdx,CVE-2025-58754,NVD,HIGH,7.5,Axios is a promise based HTTP client for the browser and Node.js. When Axios starting in version 0.28.0 and prior to versions 0.30.2 and 1.12.0 runs on Node.js and is given a URL with the `data:` sche
FACEBOOK-React.cdx,CVE-2024-57965,NVD,CRITICAL,9.8,"In axios before 1.7.8, lib/helpers/isURLSameOrigin.js does not use a URL object when determining an origin, and has a potentially unwanted setAttribute('href',href) call. NOTE: some parties feel that "
FACEBOOK-React.cdx,CVE-2025-27152,NVD,HIGH,5.3,"axios is a promise based HTTP client for the browser and node.js. The issue occurs when passing absolute URLs rather than protocol-relative URLs to axios. Even if ⁠baseURL is set, axios sends the requ"
FACEBOOK-React.cdx,CVE-2026-25639,NVD,HIGH,7.5,"Axios is a promise based HTTP client for the browser and Node.js. Prior to versions 0.30.3 and 1.13.5, the mergeConfig function in axios crashes with a TypeError when processing configuration objects "
FACEBOOK-React.cdx,CVE-2025-58754,NVD,HIGH,7.5,Axios is a promise based HTTP client for the browser and Node.js. When Axios starting in version 0.28.0 and prior to versions 0.30.2 and 1.12.0 runs on Node.js and is given a URL with the `data:` sche
FACEBOOK-React.cdx,CVE-2024-57965,NVD,CRITICAL,9.8,"In axios before 1.7.8, lib/helpers/isURLSameOrigin.js does not use a URL object when determining an origin, and has a potentially unwanted setAttribute('href',href) call. NOTE: some parties feel that "
FACEBOOK-React.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
FACEBOOK-React.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
FACEBOOK-React.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
FACEBOOK-React.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
FACEBOOK-React.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
FACEBOOK-React.cdx,CVE-2018-1109,NVD,MEDIUM,5.3,"A vulnerability was found in Braces versions 2.2.0 and above, prior to 2.3.1. Affected versions of this package are vulnerable to Regular Expression Denial of Service (ReDoS) attacks."
FACEBOOK-React.cdx,CVE-2021-23364,NVD,MEDIUM,5.3,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.
FACEBOOK-React.cdx,CVE-2021-23364,NVD,MEDIUM,5.3,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.
FACEBOOK-React.cdx,CVE-2021-23364,NVD,MEDIUM,5.3,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.
FACEBOOK-React.cdx,CVE-2021-23364,NVD,MEDIUM,5.3,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.
FACEBOOK-React.cdx,CVE-2018-16472,NVD,HIGH,7.5,A prototype pollution attack in cached-path-relative versions <=1.0.1 allows an attacker to inject properties on Object.prototype which are then inherited by all the JS objects through the prototype c
FACEBOOK-React.cdx,CVE-2021-23518,NVD,CRITICAL,9.8,"The package cached-path-relative before 1.1.0 are vulnerable to Prototype Pollution via the cache variable that is set as {} instead of Object.create(null) in the cachedPathRelative function, which al"
FACEBOOK-React.cdx,CVE-2020-7645,NVD,CRITICAL,9.8,"All versions of chrome-launcher allow execution of arbitrary commands, by controlling the $HOME environment variable in Linux operating systems."
FACEBOOK-React.cdx,CVE-2021-29060,NVD,MEDIUM,5.3,A Regular Expression Denial of Service (ReDOS) vulnerability was discovered in Color-String version 1.5.5 and below which occurs when the application is provided and checks a crafted invalid HWB strin
FACEBOOK-React.cdx,CVE-2017-20165,NVD,HIGH,7.5,A vulnerability classified as problematic has been found in debug-js debug up to 3.0.x. This affects the function useColors of the file src/node.js. The manipulation of the argument str leads to ineff
FACEBOOK-React.cdx,CVE-2017-16137,NVD,MEDIUM,5.3,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low
FACEBOOK-React.cdx,CVE-2017-20165,NVD,HIGH,7.5,A vulnerability classified as problematic has been found in debug-js debug up to 3.0.x. This affects the function useColors of the file src/node.js. The manipulation of the argument str leads to ineff
FACEBOOK-React.cdx,CVE-2017-16137,NVD,MEDIUM,5.3,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low
FACEBOOK-React.cdx,CVE-2017-20165,NVD,HIGH,7.5,A vulnerability classified as problematic has been found in debug-js debug up to 3.0.x. This affects the function useColors of the file src/node.js. The manipulation of the argument str leads to ineff
FACEBOOK-React.cdx,CVE-2017-16137,NVD,MEDIUM,5.3,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low
FACEBOOK-React.cdx,CVE-2017-20165,NVD,HIGH,7.5,A vulnerability classified as problematic has been found in debug-js debug up to 3.0.x. This affects the function useColors of the file src/node.js. The manipulation of the argument str leads to ineff
FACEBOOK-React.cdx,CVE-2017-16137,NVD,MEDIUM,5.3,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low
FACEBOOK-React.cdx,CVE-2017-20165,NVD,HIGH,7.5,A vulnerability classified as problematic has been found in debug-js debug up to 3.0.x. This affects the function useColors of the file src/node.js. The manipulation of the argument str leads to ineff
FACEBOOK-React.cdx,CVE-2017-16137,NVD,MEDIUM,5.3,The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low
FACEBOOK-React.cdx,CVE-2022-38778,NVD,MEDIUM,6.5,"A flaw (CVE-2022-38900) was discovered in one of Kibana’s third party dependencies, that could allow an authenticated user to perform a request that crashes the Kibana server process."
FACEBOOK-React.cdx,CVE-2022-38900,NVD,HIGH,7.5,decode-uri-component 0.2.0 is vulnerable to Improper Input Validation resulting in DoS.
FACEBOOK-React.cdx,CVE-2018-3750,NVD,CRITICAL,9.8,The utilities function in all versions <= 0.5.0 of the deep-extend node module can be tricked into modifying the prototype of Object when the attacker can control part of the structure passed to this 
FACEBOOK-React.cdx,CVE-2018-3750,NVD,CRITICAL,9.8,The utilities function in all versions <= 0.5.0 of the deep-extend node module can be tricked into modifying the prototype of Object when the attacker can control part of the structure passed to this 
FACEBOOK-React.cdx,CVE-2018-3750,NVD,CRITICAL,9.8,The utilities function in all versions <= 0.5.0 of the deep-extend node module can be tricked into modifying the prototype of Object when the attacker can control part of the structure passed to this 
FACEBOOK-React.cdx,CVE-2021-23386,NVD,MEDIUM,6.5,This affects the package dns-packet before 5.2.2. It creates buffers with allocUnsafe and does not always fill them before forming network packets. This can expose internal application memory over une
FACEBOOK-React.cdx,CVE-2021-23386,NVD,MEDIUM,6.5,This affects the package dns-packet before 5.2.2. It creates buffers with allocUnsafe and does not always fill them before forming network packets. This can expose internal application memory over une
FACEBOOK-React.cdx,CVE-2020-8116,NVD,HIGH,7.3,Prototype pollution vulnerability in dot-prop npm package versions before 4.2.1 and versions 5.x before 5.1.1 allows an attacker to add arbitrary properties to JavaScript language constructs such as o
FACEBOOK-React.cdx,CVE-2020-8116,NVD,HIGH,7.3,Prototype pollution vulnerability in dot-prop npm package versions before 4.2.1 and versions 5.x before 5.1.1 allows an attacker to add arbitrary properties to JavaScript language constructs such as o
FACEBOOK-React.cdx,CVE-2019-10775,NVD,HIGH,7.5,ecstatic have a denial of service vulnerability. Successful exploitation could lead to crash of an application.
FACEBOOK-React.cdx,CVE-2023-29827,NVD,CRITICAL,9.8,"ejs v3.1.9 is vulnerable to server-side template injection. If the ejs file is controllable, template injection can be implemented through the configuration settings of the closeDelimiter parameter. N"
FACEBOOK-React.cdx,CVE-2023-39956,NVD,MEDIUM,6.6,"Electron is a framework which lets you write cross-platform desktop applications using JavaScript, HTML and CSS. Electron apps that are launched as command line executables are impacted.   Specificall"
FACEBOOK-React.cdx,CVE-2023-44402,NVD,HIGH,7.0,"Electron is an open source framework for writing cross-platform desktop applications using JavaScript, HTML and CSS. This only impacts apps that have the `embeddedAsarIntegrityValidation` and `onlyLoa"
FACEBOOK-React.cdx,CVE-2023-29198,NVD,HIGH,8.5,"Electron is a framework which lets you write cross-platform desktop applications using JavaScript, HTML and CSS. Electron apps using `contextIsolation` and `contextBridge` are affected. This is a cont"
FACEBOOK-React.cdx,CVE-2024-48949,NVD,CRITICAL,9.1,"The verify function in lib/elliptic/eddsa/index.js in the Elliptic package before 6.5.6 for Node.js omits ""sig.S().gte(sig.eddsa.curve.n) || sig.S().isNeg()"" validation."
FACEBOOK-React.cdx,CVE-2020-28498,NVD,MEDIUM,6.8,The package elliptic before 6.5.4 are vulnerable to Cryptographic Issues via the secp256k1 implementation in elliptic/ec/key.js. There is no check to confirm that the public key point passed into the 
FACEBOOK-React.cdx,CVE-2024-48949,NVD,CRITICAL,9.1,"The verify function in lib/elliptic/eddsa/index.js in the Elliptic package before 6.5.6 for Node.js omits ""sig.S().gte(sig.eddsa.curve.n) || sig.S().isNeg()"" validation."
FACEBOOK-React.cdx,CVE-2024-27088,NVD,MEDIUM,5.5,es5-ext contains ECMAScript 5 extensions. Passing functions with very long names or complex default argument names into `function#copy` or `function#toStringTokens` may cause the script to stall. The 
FACEBOOK-React.cdx,CVE-2024-27088,NVD,MEDIUM,5.5,es5-ext contains ECMAScript 5 extensions. Passing functions with very long names or complex default argument names into `function#copy` or `function#toStringTokens` may cause the script to stall. The 
FACEBOOK-React.cdx,CVE-2024-27088,NVD,MEDIUM,5.5,es5-ext contains ECMAScript 5 extensions. Passing functions with very long names or complex default argument names into `function#copy` or `function#toStringTokens` may cause the script to stall. The 
FACEBOOK-React.cdx,CVE-2024-27088,NVD,MEDIUM,5.5,es5-ext contains ECMAScript 5 extensions. Passing functions with very long names or complex default argument names into `function#copy` or `function#toStringTokens` may cause the script to stall. The 
FACEBOOK-React.cdx,CVE-2022-1650,NVD,CRITICAL,9.3,Improper Removal of Sensitive Information Before Storage or Transfer in GitHub repository eventsource/eventsource prior to v2.0.2.
FACEBOOK-React.cdx,CVE-2022-1650,NVD,CRITICAL,9.3,Improper Removal of Sensitive Information Before Storage or Transfer in GitHub repository eventsource/eventsource prior to v2.0.2.
FACEBOOK-React.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
FACEBOOK-React.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
FACEBOOK-React.cdx,CVE-2022-24999,NVD,HIGH,7.5,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical E"
FACEBOOK-React.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
FACEBOOK-React.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
FACEBOOK-React.cdx,CVE-2022-24999,NVD,HIGH,7.5,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical E"
FACEBOOK-React.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
FACEBOOK-React.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
FACEBOOK-React.cdx,CVE-2022-24999,NVD,HIGH,7.5,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical E"
FACEBOOK-React.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
FACEBOOK-React.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
FACEBOOK-React.cdx,CVE-2022-24999,NVD,HIGH,7.5,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical E"
FACEBOOK-React.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
FACEBOOK-React.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
FACEBOOK-React.cdx,CVE-2018-16492,NVD,CRITICAL,9.8,"A prototype pollution vulnerability was found in module extend <2.0.2, ~<3.0.2 that allows an attacker to inject arbitrary properties onto Object.prototype."
FACEBOOK-React.cdx,CVE-2018-16492,NVD,CRITICAL,9.8,"A prototype pollution vulnerability was found in module extend <2.0.2, ~<3.0.2 that allows an attacker to inject arbitrary properties onto Object.prototype."
FACEBOOK-React.cdx,CVE-2017-16118,NVD,HIGH,7.5,The forwarded module is used by the Express.js framework to handle the X-Forwarded-For header. It is vulnerable to a regular expression denial of service when it's passed specially crafted input to pa
FACEBOOK-React.cdx,CVE-2017-16119,NVD,HIGH,7.5,Fresh is a module used by the Express.js framework for HTTP response freshness testing. It is vulnerable to a regular expression denial of service when it is passed specially crafted input to parse. T
FACEBOOK-React.cdx,CVE-2017-16119,NVD,HIGH,7.5,Fresh is a module used by the Express.js framework for HTTP response freshness testing. It is vulnerable to a regular expression denial of service when it is passed specially crafted input to parse. T
FACEBOOK-React.cdx,CVE-2020-28469,NVD,HIGH,7.5,This affects the package glob-parent before 5.1.2. The enclosure regex used to check for strings ending in enclosure containing path separator.
FACEBOOK-React.cdx,CVE-2020-28469,NVD,HIGH,7.5,This affects the package glob-parent before 5.1.2. The enclosure regex used to check for strings ending in enclosure containing path separator.
FACEBOOK-React.cdx,CVE-2020-28469,NVD,HIGH,7.5,This affects the package glob-parent before 5.1.2. The enclosure regex used to check for strings ending in enclosure containing path separator.
FACEBOOK-React.cdx,CVE-2017-16042,NVD,CRITICAL,9.8,"Growl adds growl notification support to nodejs. Growl before 1.10.2 does not properly sanitize input before passing it to exec, allowing for arbitrary command execution."
FACEBOOK-React.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
FACEBOOK-React.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
FACEBOOK-React.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
FACEBOOK-React.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
FACEBOOK-React.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
FACEBOOK-React.cdx,CVE-2022-25881,NVD,HIGH,7.5,"This affects versions of the package http-cache-semantics before 4.1.1. The issue can be exploited via malicious request header values sent to a server, when that server reads the cache policy from th"
FACEBOOK-React.cdx,CVE-2022-25881,NVD,HIGH,7.5,"This affects versions of the package http-cache-semantics before 4.1.1. The issue can be exploited via malicious request header values sent to a server, when that server reads the cache policy from th"
FACEBOOK-React.cdx,CVE-2022-25881,NVD,HIGH,7.5,"This affects versions of the package http-cache-semantics before 4.1.1. The issue can be exploited via malicious request header values sent to a server, when that server reads the cache policy from th"
FACEBOOK-React.cdx,CVE-2020-7788,NVD,CRITICAL,9.8,"This affects the package ini before 1.3.6. If an attacker submits a malicious INI file to an application that parses it with ini.parse, they will pollute the prototype on the application. This can be "
FACEBOOK-React.cdx,CVE-2020-7788,NVD,CRITICAL,9.8,"This affects the package ini before 1.3.6. If an attacker submits a malicious INI file to an application that parses it with ini.parse, they will pollute the prototype on the application. This can be "
FACEBOOK-React.cdx,CVE-2023-42282,NVD,CRITICAL,9.8,The ip package before 1.1.9 for Node.js might allow SSRF because some IP addresses (such as 0x7f.1) are improperly categorized as globally routable via isPublic.
FACEBOOK-React.cdx,CVE-2018-1107,NVD,MEDIUM,5.3,It was discovered that the is-my-json-valid JavaScript library used an inefficient regular expression to validate JSON fields defined to have email format. A specially crafted JSON file could cause it
FACEBOOK-React.cdx,CVE-2020-8175,NVD,MEDIUM,5.5,Uncontrolled resource consumption in `jpeg-js` before 0.4.0 may allow attacker to launch denial of service attacks using specially a crafted JPEG image.
FACEBOOK-React.cdx,CVE-2022-25851,NVD,HIGH,7.5,The package jpeg-js before 0.4.4 are vulnerable to Denial of Service (DoS) where a particular piece of input will cause to enter an infinite loop and never return.
FACEBOOK-React.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
FACEBOOK-React.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
FACEBOOK-React.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
FACEBOOK-React.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
FACEBOOK-React.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
FACEBOOK-React.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
FACEBOOK-React.cdx,CVE-2021-23807,NVD,CRITICAL,9.8,This affects the package jsonpointer before 5.0.0. A type confusion vulnerability can lead to a bypass of a previous Prototype Pollution fix when the pointer components are arrays.
FACEBOOK-React.cdx,CVE-2021-23807,NVD,CRITICAL,9.8,This affects the package jsonpointer before 5.0.0. A type confusion vulnerability can lead to a bypass of a previous Prototype Pollution fix when the pointer components are arrays.
FACEBOOK-React.cdx,CVE-2025-13465,NVD,MEDIUM,5.3,Lodash versions 4.0.0 through 4.17.22 are vulnerable to prototype pollution in the _.unset and _.omit functions. An attacker can pass crafted paths which cause Lodash to delete methods from global pro
FACEBOOK-React.cdx,CVE-2019-1010266,NVD,MEDIUM,6.5,lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long 
FACEBOOK-React.cdx,CVE-2018-3721,NVD,MEDIUM,6.5,"lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify th"
FACEBOOK-React.cdx,CVE-2020-28500,NVD,MEDIUM,5.3,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions."
FACEBOOK-React.cdx,CVE-2020-8203,NVD,HIGH,7.4,Prototype pollution attack when using _.zipObjectDeep in lodash before 4.17.20.
FACEBOOK-React.cdx,CVE-2019-10744,NVD,CRITICAL,9.1,Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payl
FACEBOOK-React.cdx,CVE-2021-23337,NVD,HIGH,7.2,Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.
FACEBOOK-React.cdx,CVE-2018-16487,NVD,MEDIUM,5.6,"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype."
